식당명,지역명,주차가능,와이파이제공,놀이방,다국어메뉴판,화장실,해시태그,소재지도로명,업태명,주된음식,영업장면적(평),행정동명,소재지전화번호,제로식당
정든소문난순대국,금천구,N,N,N,Y,N,모범음식점,"서울특별시 금천구 시흥대로123길 24, (독산동, 지상1층)",한식,순대국,39.3,독산제1동,028638429, 
아그라,강서구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 지하1층 (방화동)",아시안음식,버터치킨마크니,60.3,방화제2동,218007634, 
유천냉면,송파구,Y,Y,N,N,Y,"모범음식점,블루리본,트립어드바이저,포장가능","서울특별시 송파구 강동대로3길 22, 1층 (풍납동)",한식,냉면,101.9,풍납1동,024194000, 
대복,중구,Y,Y,N,N,N,모범음식점,"서울특별시 중구 세종대로14길 22, (북창동)",한식,복매운탕,10.8,소공동,207550189, 
세림,중구,N,N,N,N,N,모범음식점,"서울특별시 중구 을지로1길 32-3, (다동)",한식,등심,25.3,명동,207771797, 
서울 삼계탕,중구,N,N,N,N,Y,모범음식점,"서울특별시 중구 마른내로 19, 외 1필지 2층 (저동2가)",한식,삼계탕,46.3,을지로동,222631743, 
강가,중구,Y,Y,N,N,Y,"모범음식점,포장가능","서울특별시 중구 세종대로 136, (태평로1가,서울파이낸스센타 지하2층)",양식,커리,75.1,명동,37830610, 
황제갈비,관악구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 관악구 남부순환로 1644, (신림동,,-29  지상2층,3층)",한식,-,208.7,서원동,028889665, 
풍천장어,송파구,Y,N,N,N,Y,"모범음식점,트립어드바이저","서울특별시 송파구 중대로9길 36, 지상1층 (가락동)",한식,장어구이,37.7,가락본동,024096255, 
파챠이,금천구,N,N,N,Y,N,모범음식점,"서울특별시 금천구 가산디지털1로 88, 106호 (가산동, IT프리미어타워)",한식,자장면,46.8,가산동,-, 
서울고깃집,용산구,N,N,N,N,N,모범음식점,"서울특별시 용산구 한강대로104길 20, 1층 (동자동)",한식,숙성통삼겹,12.8,남영동,027771015, 
거구회관,동작구,N,N,N,N,N,모범음식점,"서울특별시 동작구 등용로14길 76, 1층 (노량진동)",한식,오리구이,18.1,노량진제2동,028270911, 
나주곰탕,영등포구,N,N,N,N,N,"모범음식점,씨트립","서울특별시 영등포구 영등포로 216-1, 1층 (영등포동3가)",한식,곰탕,69.9,영등포동,226787898, 
나주곰탕,영등포구,N,N,N,N,N,"모범음식점,씨트립","서울특별시 영등포구 여의나루로 113, (여의도동)",한식,곰탕,32.2,여의동,027843177, 
수락산풍천장어,노원구,Y,Y,N,Y,N,"모범음식점,트립어드바이저","서울특별시 노원구 동일로242길 48, 다온빌딩 1층 (상계동)",한식,장어구이,21.0,상계1동,029488466, 
마리오푸드,구로구,N,N,N,Y,N,모범음식점,"서울특별시 구로구 디지털로30길 28, 106,107,108호 (구로동, 마리오타워)",한식,백반(뷔페),205.8,구로제3동,028906637, 
묵호,강동구,N,Y,N,N,N,"모범음식점,안심식당","서울특별시 강동구 천호옛길 40, (성내동)",일식,초밥,12.7,성내제2동,024749399, 
동해일식,중구,N,N,N,N,N,모범음식점,"서울특별시 중구 무교로 16, (무교동)",일식,대구탕,59.9,명동,027544161, 
대추나무골감자탕,관악구,Y,Y,N,N,Y,"모범음식점,안심식당,포장가능","서울특별시 관악구 조원중앙로 42, 1층 (신림동)",한식,-,31.9,조원동,-, 
연희녹두삼계탕,서대문구,N,N,N,Y,N,"모범음식점,트립어드바이저","서울특별시 서대문구 연희맛로 4, 동아빌딩 2층 (연희동)",한식,삼계탕,50.0,연희동,-, 
동천홍,용산구,Y,Y,N,Y,Y,"모범음식점,포장가능","서울특별시 용산구 두텁바위로 69, (후암동)",중식,중식코스,87.7,후암동,027797781, 
천수촌,성북구,N,N,N,N,N,모범음식점,"서울특별시 성북구 장위로 145, 2층 (장위동)",한식,갈비찜,79.2,장위제1동,029143377, 
대박집,강서구,N,N,N,N,N,모범음식점,"서울특별시 강서구 강서로 489-4, 1층 (가양동, 1동)",한식,삼겹살,56.7,가양제1동,236628292, 
작은깡통,강동구,N,N,N,N,N,모범음식점,"서울특별시 강동구 양재대로124길 47, (길동)",한식,"돼지, 소고기",18.0,길동,024131661, 
니뽕내뽕,광진구,N,Y,N,N,N,모범음식점,"서울특별시 광진구 동일로20길 60, 1층 (자양동)",중식,짬뽕,24.8,자양제4동,024991828, 
호남 해물탕,강북구,N,N,N,Y,N,모범음식점,"서울특별시 강북구 한천로139길 42, (수유동)",한식,해물뚝배기,20.9,수유제3동,029967582, 
수작,강북구,N,N,N,N,N,모범음식점,"서울특별시 강북구 한천로 1173, (수유동)",한식,회,17.1,수유제2동,029962627, 
스파게티가있는풍경,종로구,N,Y,N,N,N,모범음식점,"서울특별시 종로구 새문안로 103-1, 2층 (신문로1가)",기타,스파게티,27.6,사직동,027387018, 
항아리수제비,양천구,Y,N,N,N,N,"모범음식점,안심식당","서울특별시 양천구 신정중앙로23길 12, 2층 (신정동)",한식,수제비,27.6,신정4동,226044015, 
담쟁이,용산구,Y,N,N,N,N,모범음식점,"서울특별시 용산구 한강대로76길 11-8, (남영동,(지상1층))",기타,전복삼계탕,22.5,남영동,027979288, 
원조마포소금구이,성북구,Y,Y,N,N,Y,모범음식점,"서울특별시 성북구 화랑로40길 55, (석관동)",한식,삼겹살,28.0,석관동,029698292, 
평래옥,중구,N,N,N,N,N,"모범음식점,블루리본","서울특별시 중구 마른내로 21-1, (저동2가,1층,2층)",한식,냉면,74.0,을지로동,222675892, 
남도사계고운님,강남구,N,N,N,Y,N,모범음식점,"서울특별시 강남구 삼성로81길 22, 한정빌딩 지상2층 (대치동)",한식,"도다리,전어,생굴",90.3,대치1동,025629292, 
이금옥샤브샤브칼국수,관악구,Y,N,N,N,Y,"모범음식점,안심식당","서울특별시 관악구 관악로 132, 2층 (봉천동)",한식,-,33.3,낙성대동,028715417, 
막불감동,관악구,N,Y,N,N,Y,-,"서울특별시 관악구 남부순환로 1599, 지하1층 (신림동)",한식,-,35.7,신림동,028822110,Y
대보명가,강북구,Y,N,N,Y,Y,모범음식점,"서울특별시 강북구 4.19로 69, (수유동)",한식,한정식,219.7,우이동,029076998, 
평택고여사집냉면,서대문구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 서대문구 연희로 81-9, (연희동,(지상1층))",한식,평양식 물냉면,27.2,연희동,-, 
비나레스토랑,동대문구,N,N,N,N,N,모범음식점,"서울특별시 동대문구 안암로24길 4, 1층 (제기동)",양식,램(양고기),42.5,제기동,029265860, 
미자식당,동작구,N,N,N,N,N,모범음식점,"서울특별시 동작구 노들로 674, 지상2층 8호 (노량진동)",한식,회,63.4,노량진제2동,028150324, 
죽변항,성동구,N,N,N,N,N,모범음식점,"서울특별시 성동구 상원길 40, 지상1층 110,111호 (성수동1가, 뚝섬현대아파트상가동)",한식,"회, 조림",16.7,성수1가제2동,024657487, 
갯바위,관악구,N,N,N,N,N,"모범음식점,블루리본,안심식당","서울특별시 관악구 남부순환로216길 13, 1층 (봉천동)",한식,-,12.1,청룡동,-, 
권참치,동작구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 동작구 사당로30길 142, (사당동,2층)",일식,참치,46.4,사당제1동,025977080, 
웨스턴차이나,용산구,N,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 용산구 독서당로 73, (한남동)",중식,딤섬,90.7,한남동,027956751, 
마포숯불갈비,강남구,N,N,N,Y,Y,"모범음식점,블루리본","서울특별시 강남구 도산대로 232, (논현동)",한식,돼지갈비,105.0,논현2동,025161522, 
우작설렁탕,서초구,N,N,N,Y,N,"모범음식점,씨트립","서울특별시 서초구 서초중앙로6길 7, (서초동)",한식,설렁탕,33.4,서초제1동,025848544, 
황톳길,마포구,N,Y,N,N,N,"모범음식점,안심식당","서울특별시 마포구 마포대로11길 15-7, (공덕동)",한식,비빔밥,27.2,공덕동,232729240, 
감촌,종로구,N,N,N,Y,N,"모범음식점,씨트립,안심식당","서울특별시 종로구 종로 19, 5층 511호 일부, 512호 (종로1가)",한식,순두부,74.0,종로1.2.3.4가동,027337035, 
옥천집,양천구,N,N,N,N,N,모범음식점,"서울특별시 양천구 목동로21길 4, 1층 (신정동)",한식,청국장,22.7,신정4동,226954554, 
공항칼국수,강서구,N,N,N,N,N,모범음식점,"서울특별시 강서구 공항대로 18-1, 지하 1층 (공항동, 이스카이오피스텔)",한식,칼국수,117.5,공항동,226649748, 
다흰정,중구,N,N,N,N,Y,"모범음식점,포장가능","서울특별시 중구 남대문로 2, (남대문로4가,(지상2층))",양식,삼겹살,86.2,회현동,023182141, 
정원 송파나루,송파구,Y,Y,N,N,N,모범음식점,"서울특별시 송파구 석촌호수로 234, 1층 (석촌동)",한식,갈치조림,26.4,석촌동,024137080, 
발산삼계탕,강서구,Y,Y,N,Y,Y,"모범음식점,씨트립,안심식당","서울특별시 강서구 강서로 344, 1~2층 (내발산동)",한식,삼계탕,93.1,우장산동,236623930, 
참만나,노원구,N,N,N,N,N,모범음식점,"서울특별시 노원구 화랑로 443, 3층 (공릉동)",한식,돼지갈비,74.5,공릉1동,029741500, 
송이하랑,서초구,N,N,N,Y,N,모범음식점,"서울특별시 서초구 서초대로 21, (방배동,지상1층,2층)",한식,삼겹살,44.8,방배제4동,025994499, 
대가방,강남구,N,N,N,Y,N,모범음식점,"서울특별시 강남구 봉은사로 333, 지상1층 101호,102호일부호 (논현동, 선정릉역 모아엘가 퍼스트 홈)",중식,"자장면, 짬뽕",150.0,논현1동,025446336, 
함흥본가면옥,광진구,Y,N,N,N,Y,"모범음식점,씨트립","서울특별시 광진구 광나루로 456, 1~2층 (화양동)",한식,냉면,127.3,화양동,024478806, 
평가옥,서초구,N,N,N,N,N,-,"서울특별시 서초구 논현로 69, (양재동,1층,2층)",한식,"냉면, 국밥",83.1,양재제2동,0234621577, 
향촌,양천구,Y,Y,N,Y,N,"모범음식점,안심식당","서울특별시 양천구 목동중앙서로 46, 지하 1층 (목동)",한식,돼지갈비,43.9,목4동,226539020, 
민속손국시,광진구,N,N,N,N,N,모범음식점,"서울특별시 광진구 아차산로 458, (구의동)",분식,칼국수,23.4,구의제3동,024447833, 
홍영재 장수 청국장,강남구,Y,Y,N,N,Y,"모범음식점,블루리본,트립어드바이저","서울특별시 강남구 영동대로 424, 지상1층 (대치동)",한식,청국장,120.6,대치2동,-, 
곰달래감자탕,양천구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 양천구 남부순환로 368, 1층 (신월동)",한식,감자탕,47.3,신월3동,226083350, 
어양,송파구,Y,N,N,N,N,모범음식점,"서울특별시 송파구 위례성대로 14, 지하1층 (방이동)",한식,"팔보채, 탕수육",273.0,방이2동,024228886, 
홍두깨손칼국수,양천구,Y,N,N,N,N,"모범음식점,안심식당,포장가능","서울특별시 양천구 남부순환로 589, 1층 (신월동, 조광아파트)",한식,칼국수,28.0,신월6동,226968193, 
샛집남원추어탕,송파구,N,N,N,Y,N,모범음식점,"서울특별시 송파구 오금로11길 7-12, (방이동)",한식,추어탕,28.3,방이2동,024218163, 
서안,중구,N,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 중구 정동길 8, (정동,(2층))",중식,중식코스요리,66.8,소공동,027551122, 
이강순실비집,영등포구,N,N,N,Y,Y,"모범음식점,안심식당","서울특별시 영등포구 영등포로46길 8, (영등포동3가,1~2층)",한식,낚지볶음,58.5,영등포동,226781969, 
들깨향 장수밀,관악구,Y,Y,N,N,Y,"모범음식점,안심식당","서울특별시 관악구 봉천로 355, 1층 (봉천동)",한식,-,0.0,은천동,028828443, 
옛골참숯불갈비,중랑구,Y,N,Y,N,Y,모범음식점,"서울특별시 중랑구 상봉중앙로6가길 34, (상봉동)",한식,돼지왕갈비,27.4,상봉제1동,024915545, 
왕비집 육호점,중구,N,Y,N,N,Y,모범음식점,"서울특별시 중구 남대문로 64, (명동2가,동호수90번지)",양식,삼겹살,61.6,명동,237891544, 
셰프테이너,용산구,Y,Y,N,N,Y,"모범음식점,블루리본","서울특별시 용산구 이태원로27길 101, (이태원동,(지하1층))",양식,등심스테이크,45.9,이태원제1동,027949172, 
전주풍남회관,중구,N,N,N,N,N,"모범음식점,트립어드바이저","서울특별시 중구 세종대로21길 48, (태평로1가)",한식,"삼겹살,계란찜",29.9,명동,207362144, 
나루터,마포구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 마포구 마포대로4길 32-4, (도화동)",한식,한정식,16.9,도화동,027165292, 
미운오리,성북구,N,N,N,Y,Y,모범음식점,"서울특별시 성북구 보문로 123, (보문동2가,(1층))",한식,오리고기,34.1,보문동,029239999, 
논현삼계탕,송파구,N,N,N,Y,N,"모범음식점,씨트립","서울특별시 송파구 송이로 138, 수빌딩 1층 101호 (가락동)",한식,삼계탕,60.0,가락본동,024183377, 
청와옥,송파구,Y,Y,N,N,Y,"모범음식점,포장가능","서울특별시 송파구 삼학사로 96, (석촌동)",일식,"순대국, 오징어수육",36.0,석촌동,024173738, 
소우가,중랑구,N,N,N,N,N,"모범음식점,안심식당","서울특별시 중랑구 면목로 285, (면목동)",한식,소갈비살 안창살,68.6,면목제7동,024343066, 
대호정,금천구,N,N,N,Y,N,모범음식점,"서울특별시 금천구 시흥대로52길 51, (시흥동,지상1층 (대명시장길 16))",한식,식육,35.6,시흥제1동,208020974, 
스시미노루,송파구,Y,Y,N,N,Y,모범음식점,"서울특별시 송파구 백제고분로 508, 지상1층 (방이동)",일식,회전초밥,73.8,방이2동,024187711, 
가원,강남구,Y,N,N,N,Y,모범음식점,"서울특별시 강남구 광평로 234, (수서동,지상2,3층)",한식,오리구이,84.5,수서동,-, 
왕가설농탕,영등포구,N,N,N,Y,N,"모범음식점,트립어드바이저","서울특별시 영등포구 양산로19길 3, (당산동3가, 1층)",한식,설농탕,109.5,당산제1동,226750365, 
일미원,강남구,N,N,N,N,N,모범음식점,"서울특별시 강남구 광평로46길 5-6, 지상1층,지하1층 (수서동)",한식,복,64.0,수서동,234120084, 
강포복집,영등포구,N,N,N,Y,N,"모범음식점,안심식당,트립어드바이저","서울특별시 영등포구 국회대로54길 35, 102호 (영등포동2가)",일식,복어,29.8,영등포동,226324454, 
길맨참치,영등포구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 영등포구 영중로4길 4, (영등포동3가,1~2층)",일식,참치회,49.6,영등포동,226343737, 
몽실이네토종한우,성동구,N,N,N,Y,N,모범음식점,"서울특별시 성동구 마장로35길 70, 1층, 2층 (마장동)",한식,한우,53.8,마장동,222993365, 
산해진미,강북구,Y,N,N,Y,N,모범음식점,"서울특별시 강북구 솔샘로68길 19, (미아동,(솔샘로68길19))",한식,해물탕,25.7,송천동,029835217, 
꽃새우 영번지,강남구,Y,Y,N,N,Y,"모범음식점,포장가능","서울특별시 강남구 언주로 536, (역삼동,1층)",한식,새우구이,49.9,역삼1동,-, 
다채,동작구,Y,Y,N,N,Y,"모범음식점,안심식당,트립어드바이저,포장가능","서울특별시 동작구 알마타길 6, (대방동,지하1층 113호,114호)",한식,쌈밥,45.9,대방동,028153392, 
이도곰탕,강남구,N,N,N,N,N,"모범음식점,블루리본,트립어드바이저","서울특별시 강남구 논현로94길 29-5, 지상1층,지상2층 (역삼동)",한식,곰탕,58.8,역삼1동,025010738, 
명동관,강남구,Y,Y,N,Y,N,모범음식점,"서울특별시 강남구 남부순환로 2912, (대치동,센트럴500지하1층103,104호)",한식,한식,59.6,대치1동,025638882, 
옛날손짜장,강동구,N,N,N,Y,N,"모범음식점,안심식당","서울특별시 강동구 구천면로 436, (명일동)",중식,"자장면,중식요리",29.9,명일제1동,34268600, 
산채향,중구,Y,N,N,N,Y,모범음식점,"서울특별시 중구 청계천로 8, (무교동,프리미어 플레이스빌딩지하1층)",한식,더덕요리전문점,79.3,명동,027782959, 
차이홍,영등포구,Y,Y,N,Y,Y,"모범음식점,안심식당,포장가능","서울특별시 영등포구 여의나루로 42, (여의도동,223,224,225,226,227,228)",중식,중화요리,70.9,여의동,027822918, 
돼지네,성동구,Y,N,N,Y,N,모범음식점,"서울특별시 성동구 연무장7길 12, (성수동2가)",한식,삼겹살,27.5,성수2가제1동,024646365, 
수미산정,영등포구,Y,N,N,Y,N,트립어드바이저,"서울특별시 영등포구 여의나루로 42, (여의도동,401호)",한식,갈비,34.1,여의동,027831324, 
여일정,영등포구,N,N,N,N,N,"모범음식점,안심식당,트립어드바이저","서울특별시 영등포구 국제금융로6길 7, (여의도동,한양빌딩 지하101호)",한식,설렁탕,46.8,여의동,027806273, 
